repository,path,category,subsystem,audit_status,audit_method,relevant_findings,changes_required
server,frontend/e2e/layout-diagnostics.spec.ts-snapshots/history-repaired-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/layout-diagnostics.spec.ts-snapshots/history-repaired-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/layout-diagnostics.spec.ts-snapshots/history-repaired-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/notifications.spec.ts,test-or-simulator,production-frontend,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/responsive-charts-layout.spec.ts,test-or-simulator,production-frontend,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts,test-or-simulator,production-frontend,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-multiple-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-multiple-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-multiple-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-multiple-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-multiple-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-multiple-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-single-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-single-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-single-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-single-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-single-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/sensor-health-compact.spec.ts-snapshots/sensor-health-compact-single-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts,test-or-simulator,production-frontend,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/appearance-chart-colors-custom-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/appearance-chart-colors-custom-edge-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/appearance-chart-colors-custom-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/appearance-chart-colors-custom-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/appearance-chart-colors-custom-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/appearance-chart-colors-default-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/appearance-chart-colors-default-edge-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/appearance-chart-colors-default-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/appearance-chart-colors-default-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/appearance-chart-colors-default-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-empty-dark-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-empty-dark-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-empty-dark-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-empty-dark-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-empty-dark-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-empty-dark-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-error-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-error-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-error-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-error-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-error-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-error-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-loading-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-loading-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-loading-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-loading-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-loading-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/home-loading-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/settings-dark-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/settings-dark-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/settings-dark-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/settings-dark-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/settings-dark-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/settings-dark-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/system-health-repaired-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/system-health-repaired-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/system-health-repaired-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/system-health-repaired-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/system-health-repaired-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-home.spec.ts-snapshots/system-health-repaired-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts,test-or-simulator,production-frontend,inventory-reviewed; final subsystem gate pending,"inventory plus static analysis, compile/lint, and subsystem regression gates",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/billing-simple-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/billing-simple-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/billing-simple-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/billing-simple-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/billing-simple-repair-1920x1080-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/billing-simple-repair-3440x1440-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/billing-simple-repair-390x844-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/billing-simple-repair-768x1024-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/billing-simple-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/billing-simple-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-edge-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-repair-1920x1080-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-repair-3440x1440-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-repair-390x844-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-repair-768x1024-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-data-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-edge-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-repair-1920x1080-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-repair-3440x1440-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-repair-390x844-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-repair-768x1024-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/history-no-data-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-billing-no-live-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-billing-no-live-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-billing-no-live-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-billing-no-live-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-billing-no-live-repair-1920x1080-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-billing-no-live-repair-3440x1440-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-billing-no-live-repair-390x844-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-billing-no-live-repair-768x1024-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-billing-no-live-tablet-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-billing-no-live-webkit-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-connected-desktop-light-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-connected-desktop-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-connected-firefox-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-connected-mobile-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-connected-repair-1920x1080-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-connected-repair-3440x1440-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-connected-repair-390x844-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,frontend/e2e/single-pass-repair.spec.ts-snapshots/home-repair-connected-repair-768x1024-win32.png,binary-reference,production-frontend,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
